Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1679937812.3040388,0,62039,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.8,1.3,327850.0051356602,4689340.13741575,172333.0,19,T
1679937813.2866068,0,62040,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.7,1.3,327850.0051356602,4689340.13741575,172334.0,19,T
1679937814.286114,0,62040,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.6,1.3,327850.0051356602,4689340.13741575,172335.0,19,T
1679937815.2857797,0,62040,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.6,1.3,327850.0051356602,4689340.13741575,172336.0,19,T
1679937816.305385,0,62040,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172336.0,19,T
1679937817.285029,0,62041,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172337.0,19,T
1679937818.285012,0,62041,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172338.0,19,T
1679937819.285844,0,62042,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172339.0,19,T
1679937820.2858427,0,62042,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172340.0,19,T
1679937821.2865336,0,62042,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172341.0,19,T
1679937822.287604,0,62043,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172342.0,19,T
1679937823.286118,0,62043,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172343.0,19,T
1679937824.3050222,0,62043,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172344.0,19,T
1679937825.2853851,0,62044,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172345.0,19,T
1679937826.3026123,0,62044,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172346.0,19,T
1679937827.2860575,0,62044,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172347.0,19,T
1679937828.3048687,0,62045,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172348.0,19,T
1679937829.287203,0,62045,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172349.0,19,T
1679937830.2863963,0,62046,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172350.0,19,T
1679937831.2863324,0,62046,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172351.0,19,T
1679937832.2862053,0,62046,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172352.0,19,T
1679937833.2865837,0,62047,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172353.0,19,T
1679937834.305203,0,62047,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172354.0,19,T
1679937835.286563,0,62047,0,GPS1_Frame,42.33728166666667,-71.08969166666667,11.5,1.3,327850.0051356602,4689340.13741575,172355.0,19,T
1679937836.3056598,0,62048,0,GPS1_Frame,42.33728,-71.08969333333333,11.5,1.1,327849.8632809126,4689339.955719369,172356.0,19,T
1679937837.289004,0,62048,0,GPS1_Frame,42.337275,-71.089695,11.6,1.1,327849.7123300596,4689339.40388171,172357.0,19,T
1679937838.3064861,0,62048,0,GPS1_Frame,42.337266666666665,-71.08969833333333,11.7,1.1,327849.41497635085,4689338.485277036,172358.0,19,T
1679937839.2846155,0,62049,0,GPS1_Frame,42.33725333333334,-71.089705,11.8,1.2,327848.82936485746,4689337.018209011,172359.0,19,T
1679937840.2844305,0,62064,0,GPS1_Frame,42.33723833333333,-71.08971666666666,11.9,1.2,327847.827284666,4689335.37619328,172400.0,19,T
1679937841.2847927,0,62064,0,GPS1_Frame,42.33721833333333,-71.08973166666667,12.0,1.2,327846.53694599867,4689333.185714402,172401.0,19,T
1679937842.2817998,0,62064,0,GPS1_Frame,42.337196666666664,-71.08975166666667,12.0,1.3,327844.8301377422,4689330.820288164,172402.0,19,T
1679937843.2872062,0,62065,0,GPS1_Frame,42.33717166666667,-71.08977166666666,12.0,1.1,327843.1142319677,4689328.084721036,172403.0,19,T
1679937844.286451,0,62065,0,GPS1_Frame,42.337145,-71.08979166666667,11.9,1.1,327841.39377666544,4689325.1640836615,172404.0,19,T
1679937845.2875867,0,62065,0,GPS1_Frame,42.337115,-71.08980666666666,11.8,1.1,327840.0761446343,4689321.863182055,172405.0,19,T
1679937846.288755,0,62066,0,GPS1_Frame,42.33708166666667,-71.08981166666666,11.8,1.1,327839.573257699,4689318.171892638,172406.0,19,T
1679937847.2879717,0,62066,0,GPS1_Frame,42.337048333333335,-71.08980333333334,11.7,1.1,327840.16882808635,4689314.45360767,172407.0,19,T
1679937848.2856574,0,62066,0,GPS1_Frame,42.33702,-71.089785,11.9,1.2,327841.6018876371,4689311.270288198,172408.0,19,T
1679937849.2848902,0,62067,0,GPS1_Frame,42.336998333333334,-71.089755,12.0,1.2,327844.01429255423,4689308.803631027,172409.0,19,T
1679937850.286741,0,62067,0,GPS1_Frame,42.336983333333336,-71.08971833333334,11.9,1.2,327846.9941209521,4689307.06376006,172410.0,19,T
1679937851.2858338,0,62067,0,GPS1_Frame,42.336976666666665,-71.08967833333334,11.8,1.2,327850.2713054931,4689306.242495095,172411.0,19,T
1679937852.28792,0,62068,0,GPS1_Frame,42.336978333333334,-71.08963833333334,12.1,1.2,327853.57123021624,4689306.34658485,172412.0,19,T
