Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,Fix_quality,UTM_easting,UTM_northing,UTC,Zone,Letter
1677020577.0650895,135,230257,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.100000381469727,0.8500000238418579,5,326434.28125,4686141.0,230257.0,19,T
1677020578.0672174,136,230258,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.100000381469727,0.8500000238418579,5,326434.3125,4686141.0,230258.0,19,T
1677020579.0690963,137,230259,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.100000381469727,0.8500000238418579,5,326434.375,4686141.0,230259.0,19,T
1677020580.0696073,138,230300,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.100000381469727,0.8500000238418579,5,326434.375,4686141.0,230300.0,19,T
1677020581.0659194,139,230301,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.100000381469727,0.8500000238418579,5,326434.375,4686141.0,230301.0,19,T
1677020582.0639868,140,230302,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.100000381469727,0.8899999856948853,5,326434.375,4686141.0,230302.0,19,T
1677020583.066076,141,230303,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.100000381469727,0.8899999856948853,5,326434.40625,4686141.0,230303.0,19,T
1677020584.0677197,142,230304,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.100000381469727,0.8899999856948853,5,326434.4375,4686141.0,230304.0,19,T
1677020585.0670664,143,230305,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.200000762939453,0.8899999856948853,5,326434.5,4686141.0,230305.0,19,T
1677020586.0669436,144,230306,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.200000762939453,0.8899999856948853,5,326434.53125,4686141.0,230306.0,19,T
1677020587.0670705,145,230307,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.200000762939453,0.8899999856948853,5,326434.59375,4686141.0,230307.0,19,T
1677020588.065168,146,230308,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.200000762939453,0.8899999856948853,5,326434.625,4686141.0,230308.0,19,T
1677020589.0680149,147,230309,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.200000762939453,0.8500000238418579,5,326434.625,4686141.0,230309.0,19,T
1677020590.0649235,148,230310,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.200000762939453,0.8500000238418579,5,326434.625,4686141.0,230310.0,19,T
1677020591.0705066,149,230311,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.200000762939453,0.8500000238418579,5,326434.65625,4686141.0,230311.0,19,T
1677020592.0668612,150,230312,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8500000238418579,5,326434.71875,4686141.0,230312.0,19,T
1677020593.0660543,151,230313,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8600000143051147,5,326434.71875,4686141.0,230313.0,19,T
1677020594.0691366,152,230314,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8600000143051147,5,326434.71875,4686141.0,230314.0,19,T
1677020595.0669878,153,230315,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8500000238418579,5,326434.75,4686141.0,230315.0,19,T
1677020596.0690846,154,230316,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8500000238418579,5,326434.78125,4686141.0,230316.0,19,T
1677020597.0696921,155,230317,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8500000238418579,5,326434.78125,4686141.0,230317.0,19,T
1677020598.0688322,156,230318,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8500000238418579,5,326434.78125,4686141.0,230318.0,19,T
1677020599.066164,157,230319,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8500000238418579,5,326434.8125,4686141.0,230319.0,19,T
1677020600.0669508,158,230320,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.299999237060547,0.8500000238418579,5,326434.84375,4686141.0,230320.0,19,T
1677020601.064882,159,230321,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.8500000238418579,5,326434.84375,4686141.0,230321.0,19,T
1677020602.0680244,160,230322,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.200000762939453,0.949999988079071,5,326434.84375,4686141.0,230322.0,19,T
1677020603.0688355,161,230323,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.299999237060547,0.949999988079071,5,326434.84375,4686141.0,230323.0,19,T
1677020604.0668392,162,230324,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.299999237060547,0.949999988079071,5,326434.84375,4686141.0,230324.0,19,T
1677020605.0667796,163,230325,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.299999237060547,0.8899999856948853,5,326434.8125,4686141.0,230325.0,19,T
1677020606.0659218,164,230326,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.299999237060547,0.8899999856948853,5,326434.8125,4686141.0,230326.0,19,T
1677020607.067965,165,230327,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.299999237060547,0.8899999856948853,5,326434.78125,4686141.0,230327.0,19,T
1677020608.0660067,166,230328,0,GPS1_Frame,42.30817413330078,-71.10589599609375,21.299999237060547,0.8899999856948853,5,326434.75,4686141.0,230328.0,19,T
1677020609.0691903,167,230329,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.299999237060547,0.8899999856948853,5,326434.71875,4686141.0,230329.0,19,T
1677020610.0668051,168,230330,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.399999618530273,0.8899999856948853,5,326434.71875,4686141.0,230330.0,19,T
1677020611.0714467,169,230331,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.399999618530273,0.8899999856948853,5,326434.71875,4686141.0,230331.0,19,T
1677020612.069727,170,230332,0,GPS1_Frame,42.30817794799805,-71.10589599609375,21.399999618530273,0.8899999856948853,5,326434.71875,4686141.0,230332.0,19,T
1677020613.0668669,171,230333,0,GPS1_Frame,42.30817413330078,-71.10589599609375,21.399999618530273,0.8899999856948853,5,326434.71875,4686141.0,230333.0,19,T
1677020614.0677512,172,230334,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.399999618530273,0.8899999856948853,5,326434.65625,4686141.0,230334.0,19,T
1677020615.0678496,173,230335,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.399999618530273,0.8899999856948853,5,326434.625,4686141.0,230335.0,19,T
1677020616.0667531,174,230336,0,GPS1_Frame,42.30817413330078,-71.10590362548828,21.5,0.949999988079071,5,326434.59375,4686141.0,230336.0,19,T
1677020617.0721848,175,230337,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.949999988079071,5,326434.59375,4686141.0,230337.0,19,T
1677020618.0694745,176,230338,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.949999988079071,5,326434.59375,4686141.0,230338.0,19,T
1677020619.0666902,177,230339,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.800000011920929,5,326434.5625,4686141.0,230339.0,19,T
1677020620.0916991,178,230340,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.800000011920929,5,326434.5625,4686141.0,230340.0,19,T
1677020621.086141,179,230341,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.800000011920929,5,326434.5625,4686141.0,230341.0,19,T
1677020622.0928326,180,230342,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.7900000214576721,5,326434.5625,4686141.0,230342.0,19,T
1677020623.0839248,181,230343,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.7900000214576721,5,326434.53125,4686141.0,230343.0,19,T
1677020624.089706,182,230344,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.7900000214576721,5,326434.53125,4686141.0,230344.0,19,T
1677020625.0856938,183,230345,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.800000011920929,5,326434.53125,4686141.0,230345.0,19,T
1677020626.0839274,184,230346,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.800000011920929,5,326434.53125,4686141.5,230346.0,19,T
1677020627.0896893,185,230347,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.800000011920929,5,326434.53125,4686141.5,230347.0,19,T
1677020628.0898783,186,230348,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.8899999856948853,5,326434.53125,4686141.5,230348.0,19,T
1677020629.0902839,187,230349,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.8500000238418579,5,326434.5625,4686141.5,230349.0,19,T
1677020630.0942059,188,230350,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.8500000238418579,5,326434.5625,4686141.5,230350.0,19,T
1677020631.0887244,189,230351,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.8500000238418579,5,326434.5625,4686141.5,230351.0,19,T
1677020632.087738,190,230352,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.8500000238418579,5,326434.5625,4686141.5,230352.0,19,T
1677020633.0896935,191,230353,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.8600000143051147,5,326434.53125,4686141.5,230353.0,19,T
1677020634.0865998,192,230354,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.600000381469727,0.9100000262260437,5,326434.53125,4686141.5,230354.0,19,T
1677020635.0915134,193,230355,0,GPS1_Frame,42.30817794799805,-71.10590362548828,21.5,0.9100000262260437,5,326434.53125,4686141.5,230355.0,19,T
