Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,Fix_quality,UTM_easting,UTM_northing,UTC,Zone,Letter
1677018582.0996714,99,222942,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.8399999737739563,4,326315.78125,4686126.5,222942.0,19,T
1677018583.1265042,100,222943,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,222943.0,19,T
1677018584.0966358,101,222944,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.8700000047683716,4,326315.78125,4686126.5,222944.0,19,T
1677018585.1299858,102,222945,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7699999809265137,4,326315.75,4686126.5,222945.0,19,T
1677018586.0919473,103,222946,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.75,4686126.5,222946.0,19,T
1677018587.1272159,104,222947,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6700000166893005,4,326315.75,4686126.5,222947.0,19,T
1677018588.1013594,105,222948,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7099999785423279,4,326315.75,4686126.5,222948.0,19,T
1677018589.1304188,106,222949,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6399999856948853,4,326315.75,4686126.5,222949.0,19,T
1677018590.0955627,107,222950,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6800000071525574,4,326315.75,4686126.5,222950.0,19,T
1677018591.1223536,108,222951,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.75,4686126.5,222951.0,19,T
1677018592.095443,109,222952,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.75,4686126.5,222952.0,19,T
1677018593.129753,110,222953,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6800000071525574,4,326315.75,4686126.5,222953.0,19,T
1677018594.0993786,111,222954,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6800000071525574,4,326315.75,4686126.5,222954.0,19,T
1677018595.1164577,112,222955,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.75,4,326315.75,4686126.5,222955.0,19,T
1677018596.0924978,113,222956,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6800000071525574,4,326315.75,4686126.5,222956.0,19,T
1677018597.1264126,114,222957,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6800000071525574,4,326315.75,4686126.5,222957.0,19,T
1677018598.093647,115,222958,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.75,4,326315.75,4686126.5,222958.0,19,T
1677018599.1263523,116,222959,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.75,4,326315.75,4686126.5,222959.0,19,T
1677018600.1004426,117,223000,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.75,4,326315.75,4686126.5,223000.0,19,T
1677018601.133577,118,223001,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223001.0,19,T
1677018602.0992963,119,223002,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223002.0,19,T
1677018603.1233637,120,223003,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223003.0,19,T
1677018604.0935113,121,223004,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223004.0,19,T
1677018605.125311,122,223005,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223005.0,19,T
1677018606.0952826,123,223006,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223006.0,19,T
1677018607.126883,124,223007,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223007.0,19,T
1677018608.1033137,125,223008,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223008.0,19,T
1677018609.142636,126,223009,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223009.0,19,T
1677018610.0973349,127,223010,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223010.0,19,T
1677018611.1504822,128,223011,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223011.0,19,T
1677018612.100317,129,223012,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223012.0,19,T
1677018613.1193376,130,223013,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.75,4,326315.78125,4686126.5,223013.0,19,T
1677018614.0964959,131,223014,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8999999761581421,4,326315.78125,4686126.5,223014.0,19,T
1677018615.130399,132,223015,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223015.0,19,T
1677018616.0973856,133,223016,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223016.0,19,T
1677018617.1254466,134,223017,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223017.0,19,T
1677018618.098288,135,223018,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223018.0,19,T
1677018619.126303,136,223019,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223019.0,19,T
1677018620.0984228,137,223020,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223020.0,19,T
1677018621.128368,138,223021,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8999999761581421,4,326315.78125,4686126.5,223021.0,19,T
1677018622.0944483,139,223022,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8999999761581421,4,326315.78125,4686126.5,223022.0,19,T
1677018623.1265666,140,223023,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223023.0,19,T
1677018624.098324,141,223024,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223024.0,19,T
1677018625.1254947,142,223025,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223025.0,19,T
1677018626.0963764,143,223026,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.8399999737739563,4,326315.78125,4686126.5,223026.0,19,T
1677018627.1253726,144,223027,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223027.0,19,T
1677018628.098784,145,223028,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223028.0,19,T
1677018629.1262517,146,223029,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223029.0,19,T
1677018630.0989597,147,223030,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223030.0,19,T
1677018631.119313,148,223031,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223031.0,19,T
1677018632.096356,149,223032,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.78125,4686126.5,223032.0,19,T
1677018633.1293416,150,223033,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.78125,4686126.5,223033.0,19,T
1677018634.0982718,151,223034,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.78125,4686126.5,223034.0,19,T
1677018635.1263268,152,223035,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.78125,4686126.5,223035.0,19,T
1677018636.0994244,153,223036,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223036.0,19,T
1677018637.1323004,154,223037,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223037.0,19,T
1677018638.099461,155,223038,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223038.0,19,T
1677018639.1272962,156,223039,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223039.0,19,T
1677018640.0963032,157,223040,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223040.0,19,T
1677018641.130138,158,223041,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223041.0,19,T
1677018642.1033897,159,223042,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223042.0,19,T
1677018643.126317,160,223043,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223043.0,19,T
1677018644.097313,161,223044,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223044.0,19,T
1677018645.1262898,162,223045,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223045.0,19,T
1677018646.1032627,163,223046,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.78125,4686126.5,223046.0,19,T
1677018647.1253498,164,223047,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.7300000190734863,4,326315.78125,4686126.5,223047.0,19,T
1677018648.099312,165,223048,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223048.0,19,T
1677018649.1288188,166,223049,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223049.0,19,T
1677018650.0981386,167,223050,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223050.0,19,T
1677018651.1282673,168,223051,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7300000190734863,4,326315.78125,4686126.5,223051.0,19,T
1677018652.104384,169,223052,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223052.0,19,T
1677018653.1291697,170,223053,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223053.0,19,T
1677018654.101307,171,223054,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223054.0,19,T
1677018655.1263134,172,223055,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223055.0,19,T
1677018656.094748,173,223056,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6700000166893005,4,326315.78125,4686126.5,223056.0,19,T
1677018657.1222353,174,223057,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223057.0,19,T
1677018658.0941482,175,223058,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223058.0,19,T
1677018659.122308,176,223059,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223059.0,19,T
1677018660.0982547,177,223100,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223100.0,19,T
1677018661.1253064,178,223101,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223101.0,19,T
1677018662.09626,179,223102,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6700000166893005,4,326315.78125,4686126.5,223102.0,19,T
1677018663.1323688,180,223103,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.700000762939453,0.6700000166893005,4,326315.78125,4686126.5,223103.0,19,T
