Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance,raw_data
1678246355.2723277,1302,1678245895,842408895,imu1_frame,0,0,0,,0.5787796761044843,0.12086294235890732,0.37991447081704954,-0.7113868360860617,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.530698,0.166233,-0.798328,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.698,-6.405,-9.143,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0237,-0.1009,0.132,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.350,+037.715,-030.427,-00.0237,-00.1009,+00.1320,-00.698,-06.405,-09.143,+00.530698,+00.166233,-00.798328*63
"
1678246355.272333,1303,1678245895,842408895,imu1_frame,0,0,0,,0.5689039511818739,0.1233419790781872,0.3752923097590197,-0.721311813824277,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.821798,0.134229,-0.976527,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.851,-7.173,-9.763,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.014,-0.1074,0.1339,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-113.874,+037.225,-030.244,-00.0140,-00.1074,+00.1339,-00.851,-07.173,-09.763,+00.821798,+00.134229,-00.976527*66
"
1678246355.3202486,1304,1678245895,842408895,imu1_frame,0,0,0,,0.5572134495470212,0.12377950532919332,0.3723110454080879,-0.7318307804209293,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.498669,0.194199,-1.181287,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.159,-6.856,-10.642,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0029,-0.107,0.1272,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-115.715,+036.590,-030.457,+00.0029,-00.1070,+00.1272,-01.159,-06.856,-10.642,+00.498669,+00.194199,-01.181287*6C
"
1678246355.3202584,1305,1678245895,842408895,imu1_frame,0,0,0,,0.5431707288958149,0.12376126838776241,0.3717365510188914,-0.7426039619840583,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.489654,0.319205,-1.403752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.946,-5.886,-10.942,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0144,-0.0873,0.1191,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-117.955,+035.990,-031.077,+00.0144,-00.0873,+00.1191,-00.946,-05.886,-10.942,+00.489654,+00.319205,-01.403752*69
"
1678246355.360239,1306,1678245895,842408895,imu1_frame,0,0,0,,0.5265376286789585,0.12479094949411948,0.37154355774940173,-0.7544141629134572,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.578815,0.472116,-1.511372,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.204,-3.215,-10.043,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.016,-0.0724,0.1159,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-120.562,+035.419,-031.779,+00.0160,-00.0724,+00.1159,+00.204,-03.215,-10.043,+00.578815,+00.472116,-01.511372*61
"
1678246355.3602448,1307,1678245895,842408895,imu1_frame,0,0,0,,0.5096572372563711,0.12534178970171345,0.3727552533656449,-0.7652401305177926,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.366056,0.5252,-1.415468,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.862,-1.115,-10.371,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.009,-0.055,0.1169,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-123.188,+034.875,-032.660,+00.0090,-00.0550,+00.1169,+00.862,-01.115,-10.371,+00.366056,+00.525200,-01.415468*62
"
1678246355.40438,1308,1678245895,842408895,imu1_frame,0,0,0,,0.4925221156430395,0.1262359061267173,0.3751511681633346,-0.7750793911803853,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.425947,0.529012,-1.462433,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.276,-0.169,-8.971,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0018,-0.0424,0.1168,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-125.836,+034.418,-033.657,-00.0018,-00.0424,+00.1168,+01.276,-00.169,-08.971,+00.425947,+00.529012,-01.462433*62
"
1678246355.4082592,1309,1678245895,842408895,imu1_frame,0,0,0,,0.47530294658021155,0.12700988820075226,0.36999774599725366,-0.7880718655226521,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.197616,-0.020389,-1.563382,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.272,-0.476,-7.492,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0132,-0.0349,0.1159,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-128.219,+033.498,-033.679,-00.0132,-00.0349,+00.1159,+01.272,-00.476,-07.492,+01.197616,-00.020389,-01.563382*6C
"
1678246355.4522614,1310,1678245895,842408895,imu1_frame,0,0,0,,0.4579972969390166,0.12568215993657741,0.3594438167785952,-0.8032699504213181,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.076168,-0.119192,-1.569391,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.82,0.629,-9.363,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0228,-0.0246,0.1155,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-130.378,+032.084,-033.071,-00.0228,-00.0246,+00.1155,+00.820,+00.629,-09.363,+01.076168,-00.119192,-01.569391*61
"
1678246355.5002406,1311,1678245895,842408895,imu1_frame,0,0,0,,0.4428410354152557,0.12314701162421807,0.3541565996993244,-0.8144321541846087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.510257,-0.017389,-1.302303,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.034,1.175,-8.294,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0319,-0.025,0.1183,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-132.323,+030.948,-033.056,-00.0319,-00.0250,+00.1183,+01.034,+01.175,-08.294,+00.510257,-00.017389,-01.302303*6B
"
1678246355.5002458,1312,1678245895,842408895,imu1_frame,0,0,0,,0.42943428149762974,0.11755327585207838,0.3523296748155171,-0.8231835915854081,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.17825,-0.223864,-1.371817,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.053,0.962,-8.42,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0395,-0.025,0.1183,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-134.037,+029.745,-033.491,-00.0395,-00.0250,+00.1183,+01.053,+00.962,-08.420,+00.178250,-00.223864,-01.371817*66
"
1678246355.5443375,1313,1678245895,842408895,imu1_frame,0,0,0,,0.4170399494704718,0.1097614918016232,0.35073603176047263,-0.8312727178778729,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.284474,-0.329186,-1.209618,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.734,2.907,-10.035,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0469,-0.0255,0.122,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-135.539,+028.361,-033.960,-00.0469,-00.0255,+00.1220,+00.734,+02.907,-10.035,+00.284474,-00.329186,-01.209618*69
"
1678246355.5443454,1314,1678245895,842408895,imu1_frame,0,0,0,,0.4065630156417993,0.10364747965706049,0.3460129184242705,-0.8391893556024795,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.406505,-0.325704,-0.969991,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.767,3.082,-9.582,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0517,-0.0237,0.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-136.697,+027.085,-033.891,-00.0517,-00.0237,+00.1250,+00.767,+03.082,-09.582,+00.406505,-00.325704,-00.969991*64
"
1678246355.5882828,1315,1678245895,842408895,imu1_frame,0,0,0,,0.3974052353637909,0.09832672766185904,0.34463982553955286,-0.8447628804491988,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.065147,-0.064648,-1.012412,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.175,2.648,-11.41,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0588,-0.0301,0.1283,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-137.760,+026.107,-034.153,-00.0588,-00.0301,+00.1283,-00.175,+02.648,-11.410,-00.065147,-00.064648,-01.012412*63
"
1678246355.5882945,1316,1678245895,842408895,imu1_frame,0,0,0,,0.3872510993385195,0.09305089751850956,0.3489927472915955,-0.8482818982331125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.406268,0.076007,-0.956969,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.934,4.758,-10.825,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0634,-0.0363,0.1221,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-139.070,+025.351,-035.130,-00.0634,-00.0363,+00.1221,-00.934,+04.758,-10.825,-00.406268,+00.076007,-00.956969*6B
"
1678246355.6363416,1317,1678245895,842408895,imu1_frame,0,0,0,,0.3790104732846869,0.08818528661464584,0.3514206484304088,-0.8515150874893302,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.156956,-0.192731,-0.626034,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.228,8.61,-9.75,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0678,-0.049,0.1055,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-140.072,+024.618,-035.788,-00.0678,-00.0490,+00.1055,-01.228,+08.610,-09.750,+00.156956,-00.192731,-00.626034*6C
"
1678246355.636347,1318,1678245895,842408895,imu1_frame,0,0,0,,0.37607866323927497,0.08531422293684424,0.34388473050743357,-0.8561714866454457,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.69085,-0.397573,-0.262964,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.904,7.234,-11.53,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.071,-0.0586,0.0937,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-140.203,+023.875,-035.014,-00.0710,-00.0586,+00.0937,-01.904,+07.234,-11.530,+00.690850,-00.397573,-00.262964*69
"
1678246355.6801987,1319,1678245895,842408895,imu1_frame,0,0,0,,0.37435685642284067,0.08508393053054318,0.33842976545425446,-0.8591175488076478,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.294937,0.010169,-0.114541,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.117,7.355,-12.15,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0726,-0.0646,0.0912,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-140.293,+023.552,-034.392,-00.0726,-00.0646,+00.0912,-02.117,+07.355,-12.150,+00.294937,+00.010169,-00.114541*6B
"
1678246355.6832726,1320,1678245895,842408895,imu1_frame,0,0,0,,0.3725200054863377,0.08706991101149024,0.3377878165095391,-0.8599692245229642,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.073752,0.227989,-0.075849,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.14,7.954,-12.058,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0732,-0.0674,0.0929,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-140.556,+023.667,-034.298,-00.0732,-00.0674,+00.0929,-02.140,+07.954,-12.058,+00.073752,+00.227989,-00.075849*62
"
1678246355.728147,1321,1678245895,842408895,imu1_frame,0,0,0,,0.3707046217395359,0.08979613842738857,0.3391327595381781,-0.859944014661709,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.027203,0.276808,-0.028849,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.815,9.019,-11.383,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0729,-0.0677,0.0947,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-140.878,+023.946,-034.427,-00.0729,-00.0677,+00.0947,-01.815,+09.019,-11.383,+00.027203,+00.276808,-00.028849*6A
"
1678246355.768362,1322,1678245895,842408895,imu1_frame,0,0,0,,0.3713473420655028,0.09375446578290424,0.33930685382233916,-0.8591752502463248,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.115307,0.249608,0.354801,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.037,11.495,-10.85,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0704,-0.0612,0.098,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-140.889,+024.400,-034.317,-00.0704,-00.0612,+00.0980,-01.037,+11.495,-10.850,+00.115307,+00.249608,+00.354801*6F
"
1678246355.768371,1323,1678245895,842408895,imu1_frame,0,0,0,,0.37739490643906315,0.10033829395992018,0.3380755043383561,-0.8562769789766803,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.189109,0.290479,0.894459,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.701,11.454,-10.704,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.07,-0.054,0.1069,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-140.229,+025.278,-033.816,-00.0700,-00.0540,+00.1069,-00.701,+11.454,-10.704,+00.189109,+00.290479,+00.894459*6A
"
1678246355.8123085,1324,1678245895,842408895,imu1_frame,0,0,0,,0.3884869616743912,0.10992916704675755,0.33511818049427494,-0.8512868282451064,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.300697,0.304076,1.366525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.632,9.807,-9.828,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0683,-0.0392,0.1183,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-138.910,+026.586,-032.855,-00.0683,-00.0392,+00.1183,-00.632,+09.807,-09.828,+00.300697,+00.304076,+01.366525*63
"
1678246355.812317,1325,1678245895,842408895,imu1_frame,0,0,0,,0.4031360155320356,0.12006880451646576,0.33143250609382036,-0.8445219529812777,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.220145,0.205612,1.615323,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.852,8.33,-9.741,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0639,-0.0237,0.1256,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-137.057,+028.036,-031.638,-00.0639,-00.0237,+00.1256,-00.852,+08.330,-09.741,+00.220145,+00.205612,+01.615323*6C
"
1678246355.8562722,1326,1678245895,842408895,imu1_frame,0,0,0,,0.42168784415118293,0.13044737336834317,0.32833296862174904,-0.8350810179811644,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.029899,0.227288,2.040926,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.828,7.021,-10.232,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0529,-0.0143,0.1217,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-134.613,+029.655,-030.293,-00.0529,-00.0143,+00.1217,-00.828,+07.021,-10.232,-00.029899,+00.227288,+02.040926*68
"
1678246355.8582795,1327,1678245895,842408895,imu1_frame,0,0,0,,0.44425153041827165,0.14094303048593682,0.3295835070992848,-0.8210665939658,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.566838,0.336964,2.379448,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.432,5.103,-9.86,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.044,-0.0136,0.1178,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-131.617,+031.620,-029.243,-00.0440,-00.0136,+00.1178,-00.432,+05.103,-09.860,-00.566838,+00.336964,+02.379448*61
"
1678246355.9003296,1328,1678245895,842408895,imu1_frame,0,0,0,,0.4695760697939161,0.1495440625831262,0.33546154737473516,-0.8028701253976148,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.983034,0.257074,2.510322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.318,3.216,-8.759,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0343,-0.0171,0.114,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-128.193,+033.723,-028.606,-00.0343,-00.0171,+00.1140,+00.318,+03.216,-08.759,-00.983034,+00.257074,+02.510322*69
"
1678246355.944317,1329,1678245895,842408895,imu1_frame,0,0,0,,0.49632914779820836,0.1556287685255599,0.34046767746487294,-0.783274424486589,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.902653,-0.037042,2.59389,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.613,1.319,-7.894,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0219,-0.0212,0.1167,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-124.345,+035.575,-027.763,-00.0219,-00.0212,+00.1167,+00.613,+01.319,-07.894,-00.902653,-00.037042,+02.593890*68
"
1678246355.9443216,1330,1678245895,842408895,imu1_frame,0,0,0,,0.5235612688703861,0.15818167947828848,0.34417638000891826,-0.7631544885933754,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.100334,-0.260482,2.47402,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.449,-1.21,-8.408,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.008,-0.0282,0.1144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-120.200,+037.001,-026.768,-00.0080,-00.0282,+00.1144,+00.449,-01.210,-08.408,-01.100334,-00.260482,+02.474020*61
"
1678246355.9883184,1331,1678245895,842408895,imu1_frame,0,0,0,,0.5493053999190293,0.1581309969661589,0.3454590420294239,-0.7442554774392978,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.740891,-0.561342,2.263878,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.467,-3.021,-9.095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0067,-0.0462,0.1165,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-116.066,+037.945,-025.580,+00.0067,-00.0462,+00.1165,-00.467,-03.021,-09.095,-00.740891,-00.561342,+02.263878*6A
"
1678246355.988327,1332,1678245895,842408895,imu1_frame,0,0,0,,0.5732208813364772,0.1571259079469992,0.34511568354851185,-0.7263776120039129,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.031453,-0.347483,2.173395,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.796,-5.609,-12.7,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.013,-0.0679,0.1166,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.056,+038.603,-024.271,+00.0130,-00.0679,+00.1166,-01.796,-05.609,-12.700,-01.031453,-00.347483,+02.173395*68
"
1678246356.0362813,1333,1678245895,842408895,imu1_frame,0,0,0,,0.5943472928768869,0.15460897590019584,0.3530460869375537,-0.7058369645457018,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.566729,-0.065291,1.834158,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.075,-8.239,-9.813,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.005,-0.0967,0.1203,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-108.605,+039.637,-024.112,+00.0050,-00.0967,+00.1203,-02.075,-08.239,-09.813,-01.566729,-00.065291,+01.834158*65
"
1678246356.036287,1334,1678245895,842408895,imu1_frame,0,0,0,,0.6120646998434661,0.15223698214661796,0.35636284260891005,-0.6893520355232992,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.438341,-0.450526,1.606932,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.085,-8.69,-9.163,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0152,-0.1028,0.1163,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-105.534,+040.250,-023.551,-00.0152,-00.1028,+00.1163,-02.085,-08.690,-09.163,-00.438341,-00.450526,+01.606932*60
"
1678246356.0762665,1335,1678245895,842408895,imu1_frame,0,0,0,,0.625862391040712,0.15198689602521698,0.3501329421935213,-0.680149376025834,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.206207,-0.661874,0.970632,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.342,-13.4,-9.717,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0276,-0.0904,0.1182,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-102.884,+040.167,-021.982,-00.0276,-00.0904,+00.1182,-03.342,-13.400,-09.717,-00.206207,-00.661874,+00.970632*65
"
